Unique Form ID (MOJ DIGITAL),Form Reference,Form Title,Agency/Organisation,Form/Guidance/Other,Language,Doc Date,File Name,File Type,Location,Formfinder category,Downloads,Unique Downloads,References,Word Count,Approximate number of pages,Count of references,Number of times that this form is referenced within other forms,Signature,Payment,Attachment,Statement of Truth
129,COP1B,Annex B - Supporting information for personal welfare applications,HMCTS,Form,English,07/2015,cop1b-eng.pdf,PDF,Formfinder,Court of Protection,4606,4217,"c(""cop1"", ""a1"", ""cop24"", ""cop3"", ""cop44"", ""cop4"")",1465,5,5,6,1,0,Yes,1
166,COP1C,"Annex C - Supporting information for statutory will, codicil, gift(s), deed of variation or settlement of property",HMCTS,Form,English,07/2015,cop1c-eng.pdf,PDF,Formfinder,Court of Protection,924,863,"c(""cop1"", ""cop24"", ""cop3"", ""cop1a"")",957,3,4,2,1,0,Yes,1
223,COP1D,Annex D - Supporting information for applications to appoint or discharge a trustee,HMCTS,Form,English,07/2015,cop1d-eng.pdf,PDF,Formfinder,Court of Protection,957,868,"c(""cop1"", ""cop24"", ""cop12"")",793,3,3,2,1,0,Yes,1
224,COP1E,Annex E - Supporting information for an application by existing deputy or attorney,HMCTS,Form,English,07/2015,cop1e-eng.pdf,PDF,Formfinder,Court of Protection,1047,952,"c(""cop1"", ""cop24"", ""cop gn3"")",900,3,3,2,1,0,Yes,1
341,COP1F,Annex F - Supporting information relating to validity or operation of enduring power of attorney (EPA) or lasting power of attorney (LPA),HMCTS,Form,English,07/2015,cop1f-eng.pdf,PDF,Formfinder,Court of Protection,322,294,"c(""cop1"", ""cop24"")",506,2,2,1,1,0,Yes,1
1020,COP2,Ffurflen ganiatâd / Permission form,HMCTS,Form,Welsh,03/2010,cop2-bil.pdf,PDF,Formfinder,Court of Protection,#N/A,#N/A,none detected,14,1,0,20,0,0,No,0
505,COP2,Ffurflen ganiatad,HMCTS,Form,Welsh,10/2013,cop2-cym.pdf,PDF,Formfinder,Llys Gwarchod,#N/A,#N/A,cop1b,218,1,1,20,0,0,No,0
1021,COP20,Tystysgrif cyflwyno/diffyg cyflwyno Tystysgrif hysbysu/diffyg hysbysu / Certificate of service/non-service Certificate of notification/non-notification,HMCTS,Form,Welsh,03/2010,cop20-bil.pdf,PDF,Formfinder,Court of Protection,#N/A,#N/A,none detected,13,1,0,10,0,0,No,0
342,COP20A,Certificate of Notification / Non-Notification of the person to whom the proceedings relate,HMCTS,Form,English,07/2015,cop20a-eng.pdf,PDF,Formfinder,Court of Protection,3718,3368,"c(""cop5"", ""cop20b"")",874,3,2,8,1,0,No,1
225,COP20B,Tystysgrif cyflwyno/dim cyflwyno hysbysu/dim hysbysu,HMCTS,Form,Welsh,12/2013,cop20b-cym.pdf,PDF,Formfinder,Llys Gwarchod,#N/A,#N/A,"c(""cop21b"", ""cop15"", ""cop20a"")",518,2,3,7,0,0,No,0
343,COP20B,Certificate of Service / Non-Service Notification / Non-Notification,HMCTS,Form,English,07/2015,cop20b-eng.pdf,PDF,Formfinder,Court of Protection,2815,2552,"c(""cop15"", ""cop20a"")",436,2,2,7,1,0,No,1
71,COP21A,Guidance notes on completing form COP20A (Certificate of notification/non-notification of the person to whom the proceedings relate),HMCTS,Guidance,English,09/2015,cop21a-eng.pdf,PDF,Formfinder,Court of Protection,1203,1109,"c(""cop24"", ""cop9"", ""cop5"", ""cop14"", ""cop20a"", ""cop20b"", ""cop14a"")",N/A,#VALUE!,7,2,1,0,No,1
101,COP21B,Y Llys Gwarchod: Nodiadau Canllaw ar gyfer llenwi ffurflen COP20B - Darllenwch y nodiadau canlynol cyn llenwi ffurflen COP20B,HMCTS,Guidance,Welsh,01/2012,cop21b-cym.pdf,PDF,Formfinder,Llys Gwarchod,#N/A,#N/A,"c(""cop1"", ""cop5"", ""cop15"", ""cop20b"", ""cop35"", ""cop15a"")",N/A,#VALUE!,6,2,0,0,No,0
72,COP21B,Guidance notes on completing form COP20B (Certificate of service non-service notification / non-notification),HMCTS,Guidance,English,09/2015,cop21b-eng.pdf,PDF,Formfinder,Court of Protection,887,828,"c(""cop1"", ""cop5"", ""cop15"", ""cop20b"", ""cop35"", ""cop36"", ""cop22"")",N/A,#VALUE!,7,2,1,0,No,1
1022,COP22,Tystysgrif addasrwydd cyfaill cyfreitha / Certificate of suitability of litigation friend,HMCTS,Form,Welsh,03/2010,cop22-bil.pdf,PDF,Formfinder,Court of Protection,#N/A,#N/A,none detected,5,1,0,1,0,0,Yes,0
344,COP22,Certificate of Suitability of Litigation Friend,HMCTS,Form,English,07/2015,cop22-eng.pdf,PDF,Formfinder,Court of Protection,395,357,"c(""cop9"", ""cop20b"")",625,2,2,1,1,0,Yes,1
1025,COP23,Tystysgrif methiant neu wrthodiad gan dyst i fod yn bresennol gerbron arholwr / Certificate of failure or refusal of witness to attend before an examiner,HMCTS,Form,Welsh,03/2010,cop23-bil.pdf,PDF,Formfinder,Court of Protection,#N/A,#N/A,none detected,7,1,0,0,0,0,No,0
1024,COP23,Tystysgrif methiant tyst neu wrthodiad gan dyst i fod yn bresennol gerbron archwiliwr,HMCTS,Form,Welsh,12/2013,cop23-cym.pdf,PDF,Formfinder,Llys Gwarchod,#N/A,#N/A,none detected,88,1,0,0,0,0,No,0
1023,COP23,Certificate of Failure or refusal of witness to attend before an examiner,HMCTS,Form,English,12/2013,cop23-eng.pdf,PDF,Formfinder,Court of Protection,29,26,none detected,80,1,0,0,1,0,No,0
1027,COP24,Y Llys Gwarchod Datganiad Tyst / Court of Protection Witness statement,HMCTS,Form,Welsh,03/2010,cop24-bil.pdf,PDF,Formfinder,Court of Protection,#N/A,#N/A,none detected,15,1,0,18,0,0,Yes,0
1026,COP24,Datganiad tyst,HMCTS,Form,Welsh,12/2013,cop24-cym.pdf,PDF,Formfinder,Llys Gwarchod,#N/A,#N/A,none detected,25,1,0,18,0,0,Yes,0
506,COP24,Witness Statement,HMCTS,Form,English,09/2015,cop24-eng.pdf,PDF,Formfinder,Court of Protection,9403,8369,cop25,391,2,1,18,1,0,Yes,1
1030,COP25,Affidafid / Affidavit,HMCTS,Form,Welsh,03/2010,cop25-bil.pdf,PDF,Formfinder,Court of Protection,#N/A,#N/A,none detected,355,2,0,1,1,0,Yes,0
1029,COP25,Affidafid,HMCTS,Form,Welsh,12/2013,cop25-cym.pdf,PDF,Formfinder,Llys Gwarchod,#N/A,#N/A,none detected,29,1,0,1,0,0,Yes,0
1028,COP25,Affidavit,HMCTS,Form,English,07/2015,cop25-eng.pdf,PDF,Formfinder,Court of Protection,208,193,none detected,345,2,0,1,1,0,Yes,0
1033,COP28,Hysbysiad o wrandawiad / Notice of hearing,HMCTS,Form,Welsh,03/2010,cop28-bil.pdf,PDF,Formfinder,Court of Protection,#N/A,#N/A,none detected,52,1,0,4,0,0,No,0
1032,COP28,Hysbysiad o wrandawiad,HMCTS,Form,Welsh,01/2012,cop28-cym.pdf,PDF,Formfinder,Llys Gwarchod,#N/A,#N/A,none detected,127,1,0,4,0,0,No,0
1031,COP28,Notice of hearing,HMCTS,Form,English,01/2012,cop28-eng.pdf,PDF,Formfinder,Court of Protection,102,90,none detected,123,1,0,4,0,0,No,0
1036,COP29,Hysbysiad o wrandawiad ar gyfer gorchymyn traddodi / Notice of hearing for committal order,HMCTS,Form,Welsh,03/2010,cop29-bil.pdf,PDF,Formfinder,Court of Protection,#N/A,#N/A,none detected,71,1,0,0,0,0,No,0
1035,COP29,Hysbysiad o wrandawiad ar gyfer gorchymyn traddodi,HMCTS,Form,Welsh,01/2012,cop29-cym.pdf,PDF,Formfinder,Llys Gwarchod,#N/A,#N/A,none detected,265,1,0,0,0,0,No,0
1034,COP29,Notice of hearing for Committal Order,HMCTS,Form,English,01/2012,cop29-eng.pdf,PDF,Formfinder,Court of Protection,70,63,none detected,258,1,0,0,0,0,No,0
1039,COP3,Asesu gallu / Assessment of capacity,HMCTS,Form,Welsh,03/2010,cop3-bil.pdf,PDF,Formfinder,Court of Protection,#N/A,#N/A,none detected,15,1,0,13,0,0,No,0
1038,COP3,Asesu galluedd,HMCTS,Form,Welsh,12/2013,cop3-cym.pdf,PDF,Formfinder,Llys Gwarchod,5,3,none detected,142,1,0,13,0,0,No,0
1037,COP3,Assessment of capacity,HMCTS,Form,English,12/2013,cop3-eng.pdf,PDF,Formfinder,Court of Protection,13384,12107,none detected,150,1,0,13,1,0,No,0
1041,COP30,Hysbysiad ynghylch newid twrnai / Notice of change of solicitor,HMCTS,Form,Welsh,03/2010,cop30-bil.pdf,PDF,Formfinder,Court of Protection,#N/A,#N/A,none detected,3,1,0,0,0,0,No,0
1040,COP30,Hysbysiad newid cyfreithiwr,HMCTS,Form,Welsh,12/2013,cop30-cym.pdf,PDF,Formfinder,Llys Gwarchod,#N/A,#N/A,none detected,36,1,0,0,0,0,No,0
226,COP30,Notice of change of solicitor,HMCTS,Form,English,07/2015,cop30-eng.pdf,PDF,Formfinder,Court of Protection,238,215,"c(""cop1"", ""cop9"", ""cop44"")",447,2,3,0,1,0,No,0
1043,COP31,Hysbysiad o fwriad i ffeilio tystiolaeth drwy ddeponiad / Notice of intention to file evidence by deposition,HMCTS,Form,Welsh,03/2010,cop31-bil.pdf,PDF,Formfinder,Court of Protection,#N/A,#N/A,none detected,5,1,0,0,0,0,No,0
1042,COP31,Hysbysiad o fwriad i ffeilio tystiolaeth drwy ddeponiad,HMCTS,Form,Welsh,12/2013,cop31-cym.pdf,PDF,Formfinder,Llys Gwarchod,#N/A,#N/A,none detected,43,1,0,0,0,0,No,0
507,COP31,Notice of intention to file evidence by deposition,HMCTS,Form,English,07/2015,cop31-eng.pdf,PDF,Formfinder,Court of Protection,48,42,cop1,272,1,1,0,1,0,No,0
1045,COP35,Hysbysiad apelydd / Appellant's notice,HMCTS,Form,Welsh,03/2010,cop35-bil.pdf,PDF,Formfinder,Court of Protection,#N/A,#N/A,none detected,27,1,0,5,0,0,Yes,0
1044,COP35,Hysbysiad apelydd,HMCTS,Form,Welsh,12/2013,cop35-cym.pdf,PDF,Formfinder,Llys Gwarchod,#N/A,#N/A,none detected,197,1,0,5,0,0,Yes,0
227,COP35,Appellant's notice,HMCTS,Form,English,07/2015,cop35-eng.pdf,PDF,Formfinder,Court of Protection,107,100,"c(""cop24"", ""cop36"", ""cop37"")",1872,6,3,5,1,0,Yes,1
1048,COP36,Hysbysiad apelydd / Respondent's notice,HMCTS,Form,Welsh,03/2010,cop36-bil.pdf,PDF,Formfinder,Court of Protection,#N/A,#N/A,none detected,23,1,0,4,0,0,Yes,0
1047,COP36,Hysbysiad atebydd,HMCTS,Form,Welsh,12/2013,cop36-cym.pdf,PDF,Formfinder,Llys Gwarchod,#N/A,#N/A,none detected,187,1,0,4,0,0,Yes,0
1046,COP36,Respondent's notice,HMCTS,Form,English,12/2013,cop36-eng.pdf,PDF,Formfinder,Court of Protection,82,78,none detected,176,1,0,4,1,0,Yes,1
1050,COP37,Dadl fframwaith,HMCTS,Form,Welsh,12/2013,cop37-cym.pdf,PDF,Formfinder,Llys Gwarchod,#N/A,#N/A,none detected,397,2,0,2,0,0,No,0
1049,COP37,Skeleton argument,HMCTS,Form,English,07/2015,cop37-eng.pdf,PDF,Formfinder,Court of Protection,138,131,none detected,400,2,0,2,1,0,No,0
508,COP4,Datganiad dirprwy / Deputy's declaration,HMCTS,Form,Welsh,03/2010,cop4-bil.pdf,PDF,Formfinder,Court of Protection,#N/A,#N/A,cop1,197,1,1,1,1,0,No,1
1052,COP4,Datganiad y dirprwy,HMCTS,Form,Welsh,10/2013,cop4-cym.pdf,PDF,Formfinder,Llys Gwarchod,3,1,none detected,1465,5,0,1,0,0,No,0
1051,COP4,Deputy's declaration,HMCTS,Form,English,09/2015,cop4-eng.pdf,PDF,Formfinder,Court of Protection,8440,7767,none detected,1459,5,0,1,1,0,No,1
2,COP42,Gwneud cais i'r Llys Gwarchod,HMCTS,Leaflet,Welsh,12/2013,cop42-cym.pdf,PDF,Formfinder,Ffioedd a help gyda ffioedd,#N/A,#N/A,"c(""cop gn4"", ""cop21b"", ""cop gn1"", ""cop1"", ""cop gn5"", ""cop2"", ""cop24"", ""cop9"", ""cop gn8"", ""cop3"", ""cop5"", ""cop15"", ""cop44"", ""cop14"", ""cop20a"", ""cop1a"", ""cop20b"", ""cop1b"", ""cop10"", ""cop35"", ""cop28"", ""cop36"", ""cop7"", ""cop8"", ""cop37"", ""cop4"", ""cop21a"", ""cop14a"", ""cop gn6"", ""cop gn7"", ""cop15a"", ""cop gn3"")",N/A,#VALUE!,32,2,0,0,Yes,0
1,COP42,Making an application to the Court of Protection,HMCTS,Leaflet,English,12/2013,cop42-eng.pdf,PDF,Formfinder,Fees and Help with Fees,97,90,"c(""cop gn4"", ""cop21b"", ""cop gn1"", ""cop gn2"", ""cop1"", ""cop gn5"", ""cop2"", ""cop24"", ""cop9"", ""cop gn8"", ""cop3"", ""cop5"", ""cop15"", ""cop44"", ""cop14"", ""cop20a"", ""cop1a"", ""cop20b"", ""cop1b"", ""cop10"", ""cop35"", ""cop28"", ""cop36"", ""cop7"", ""cop8"", ""cop37"", ""cop4"", ""cop21a"", ""cop14a"", ""cop gn6"", ""cop gn7"", ""cop15a"", ""cop gn3"")",N/A,#VALUE!,33,2,1,0,Yes,0
229,COP44,Y Llys Gwarchod - ffioedd,HMCTS,Leaflet,Welsh,11/2015,cop44-cym.pdf,PDF,Formfinder,Ffioedd a help gyda ffioedd,#N/A,#N/A,cop44a,N/A,#VALUE!,3,1,0,0,No,0
228,COP44,Court of Protection fees,HMCTS,Leaflet,English,11/2015,cop44-eng.pdf,PDF,Formfinder,Fees and Help with Fees,3716,3482,cop44a,N/A,#VALUE!,3,1,0,0,No,0
1054,COP44A,Gwneud cais am gymorth gyda ffioedd y Llys Gwarchod,HMCTS,Form,Welsh,11/2015,cop44a-cym.pdf,PDF,Formfinder,Ffioedd a help gyda ffioedd,#N/A,#N/A,none detected,965,3,0,0,0,0,No,0
1053,COP44A,Apply for help with Court of Protection fees,HMCTS,Form,English,02/2016,cop44a-eng.pdf,PDF,Formfinder,Fees and Help with Fees,5089,4696,none detected,870,3,0,0,1,0,No,1
509,COP44B,Guide for applying for help with Court of Protection fees,HMCTS,Guidance,English,04/2016,cop44b-eng.pdf,PDF,Formfinder,Fees and Help with Fees,2668,2485,ex160c,N/A,#VALUE!,1,0,0,0,No,1
1055,COP5,Cydnabod cyflwyniad / hysbysiad / Acknowledgment of Service / Notification,HMCTS,Form,Welsh,03/2010,cop5-bil.pdf,PDF,Formfinder,Court of Protection,#N/A,#N/A,none detected,25,1,0,12,1,0,Yes,0
345,COP5,Acknowledgment of Service / Notification,HMCTS,Form,English,07/2015,cop5-eng.pdf,PDF,Formfinder,Court of Protection,4872,4148,"c(""cop1"", ""cop24"")",474,2,2,12,1,0,Yes,0
167,COP5A,Guidance notes on completing form COP5 (Acknowledgment of service / notification),HMCTS,Guidance,English,09/2015,cop5a-eng.pdf,PDF,Formfinder,Court of Protection,208,193,"c(""cop24"", ""cop5"", ""cop15"", ""cop14"")",N/A,#VALUE!,4,0,1,0,No,0
510,COP7,Cais i wrthwynebu cofrestru Atwrneiaeth Arhosol (AA) / Application to object to the registration of a lasting power of attorney (LPA),HMCTS,Form,Welsh,03/2010,cop7-bil.pdf,PDF,Formfinder,Court of Protection,#N/A,#N/A,none detected,271,1,1,2,1,0,Yes,1
130,COP7,Cais i wrthwynebu cofrestru Atwrneiaeth Arhosol (LPA),HMCTS,Form,Welsh,08/2015,cop7-cym.pdf,PDF,Formfinder,Llys Gwarchod,#N/A,#N/A,"c(""cop1"", ""cop24"")",674,3,5,2,0,0,Yes,0
73,COP7,Application to object to the registration of a Lasting Power of Attorney,HMCTS,Form,English,07/2015,cop7-eng.pdf,PDF,Formfinder,Court of Protection,406,368,"c(""cop1"", ""cop24"", ""cop44"")",1086,4,7,2,1,0,Yes,1
346,COP8,Cais yn ymwneud a chofrestru atwrneiaeth barhaus (EPA),HMCTS,Form,Welsh,12/2013,cop8-cym.pdf,PDF,Formfinder,Llys Gwarchod,#N/A,#N/A,cop24,766,3,2,2,0,0,Yes,0
168,COP8,Application relating to the registration of an enduring power of attorney (EPA),HMCTS,Form,English,07/2015,cop8-eng.pdf,PDF,Formfinder,Court of Protection,486,425,"c(""cop1"", ""cop24"", ""cop44"")",1254,4,4,2,1,0,Yes,1
1057,COP9,Hysbysiad o gais / Application notice,HMCTS,Form,Welsh,03/2010,cop9-bil.pdf,PDF,Formfinder,Court of Protection,#N/A,#N/A,none detected,13,1,0,15,0,0,Yes,0
1056,COP9,Hysbysiad o gais,HMCTS,Form,Welsh,12/2013,cop9-cym.pdf,PDF,Formfinder,Llys Gwarchod,#N/A,#N/A,none detected,62,1,0,15,0,0,Yes,0
131,COP9,Application notice,HMCTS,Form,English,07/2015,cop9-eng.pdf,PDF,Formfinder,Court of Protection,4428,3971,"c(""cop1"", ""cop24"", ""cop44"", ""cop10"", ""cop25"")",665,3,5,15,1,0,Yes,1
1058,Costs,Bill of Costs for taxation by registrar - Court of Appeal (Criminal Division),HMCTS,Form,English,05/2014,costs-eng.doc,DOC,Formfinder,Court of Appeal Criminal Division,207,178,none detected,1632,5,0,0,0,0,No,0
2128,449839,Counsel matrix: details of counsel claims paid to date,LAA,Form,English,NA,counsel-matrixv2.xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,GOV.UK,NA,792,NA,NULL,#N/A,#N/A,NA,NA,0,0,Yes,NA
19,County Court Business Centre Code of Practice,County Court Business Centre code of practice,HMCTS,Leaflet,English,12/2015,county-court-business-centre-code-of-practice-eng.pdf,PDF,Formfinder,County Court Business Centre,220,212,"c(""n225a"", ""n225"", ""n9a"", ""n294"", ""n30"", ""n445"", ""secure data transfer"")",N/A,#VALUE!,11,0,0,0,No,0
2269,325850,Cremation application form,MOJ,Form,English,NA,cr1.pdf,PDF,GOV.UK,NA,2700,NA,NULL,#N/A,#N/A,NA,NA,1,0,No,NA
2272,326079,Authorise the cremation of a dead person,MOJ,Form,English,NA,cr10.pdf,PDF,GOV.UK,NA,648,NA,NULL,#N/A,#N/A,NA,NA,1,0,No,NA
2278,326096,Certify cause of death following a post-mortem examination,MOJ,Form,English,NA,cr11.pdf,PDF,GOV.UK,NA,228,NA,NULL,#N/A,#N/A,NA,NA,1,0,No,NA
2274,326112,Authorise the cremation of body parts,MOJ,Form,English,NA,cr12.pdf,PDF,GOV.UK,NA,192,NA,NULL,#N/A,#N/A,NA,NA,1,0,No,NA
2273,326123,Authorise the cremation of a stillborn child,MOJ,Form,English,NA,cr13.pdf,PDF,GOV.UK,NA,204,NA,NULL,#N/A,#N/A,NA,NA,1,0,No,NA
2268,325869,Apply to cremate body parts,MOJ,Form,English,NA,cr2.pdf,PDF,GOV.UK,NA,408,NA,NULL,#N/A,#N/A,NA,NA,1,0,No,NA
2267,325903,Apply to cremate a stillborn baby,MOJ,Form,English,NA,cr3.pdf,PDF,GOV.UK,NA,576,NA,NULL,#N/A,#N/A,NA,NA,1,0,No,NA
2314,325924,Cremation medical certificate,MOJ,Form,English,NA,cr4.pdf,PDF,GOV.UK,NA,4488,NA,NULL,#N/A,#N/A,NA,NA,1,0,No,NA
2283,325928,Confirm details of the cremation medical certificate,MOJ,Form,English,NA,cr5.pdf,PDF,GOV.UK,NA,1704,NA,NULL,#N/A,#N/A,NA,NA,1,0,No,NA
2276,326029,Certify an anatomical examination,MOJ,Form,English,NA,cr7.pdf,PDF,GOV.UK,NA,240,NA,NULL,#N/A,#N/A,NA,NA,1,0,No,NA
2279,326048,Certify the release of body parts for cremation,MOJ,Form,English,NA,cr8.pdf,PDF,GOV.UK,NA,144,NA,NULL,#N/A,#N/A,NA,NA,1,0,No,NA
2277,326064,Certify a stillbirth,MOJ,Form,English,NA,cr9.pdf,PDF,GOV.UK,NA,240,NA,NULL,#N/A,#N/A,NA,NA,1,0,No,NA
2129,393619,Criminal court cases: claim fees as an advocate (form 5145),LAA,Guidance,English,NA,criminal-court-costs-advocate-claim-5145-eng.xls,XLS,GOV.UK,NA,816,NA,NULL,N/A,#VALUE!,NA,NA,1,0,Yes,NA
2132,393624,Criminal court costs: claim confiscation fees as an advocate,LAA,Form,English,NA,criminal-court-costs-advocate-claim-confiscation.doc,DOC,GOV.UK,NA,1236,NA,NULL,#N/A,#N/A,NA,NA,1,0,Yes,NA
2051,421495,Apply for criminal court costs from central funds (forms 5911 and 5912),LAA,Form,English,NA,criminal-court-costs-central-funds-5912.pdf,PDF,GOV.UK,NA,1920,NA,NULL,#N/A,#N/A,NA,NA,1,0,No,NA
2125,393784,Claim court costs for a private prosecutor or court appointee,LAA,Form,English,NA,criminal-court-costs-central-funds-costs-application.doc,DOC,GOV.UK,NA,900,NA,NULL,#N/A,#N/A,NA,NA,1,0,No,NA
2049,421517,Apply for court costs from central funds: no legal aid (forms 5911a and 5912a),LAA,Form,English,NA,criminal-court-costs-central-funds-legal-aid-refused-5912a-eng.pdf,PDF,GOV.UK,NA,660,NA,NULL,#N/A,#N/A,NA,NA,1,0,No,NA
2131,592234,Criminal court costs: claim back costs as a solicitor (form 5144),LAA,Form,English,NA,criminal-court-costs-litigator-confiscation-declaration-ccu.doc,DOC,GOV.UK,NA,564,NA,NULL,#N/A,#N/A,NA,NA,1,0,No,NA
2126,393785,Claim court costs for a private prosecutor or court appointee,LAA,Form,English,NA,criminal-court-costs-magistrates-court-work-done-claim.doc,DOC,GOV.UK,NA,768,NA,NULL,#N/A,#N/A,NA,NA,1,0,Yes,NA
2130,393616,Criminal court costs: claim back costs as a solicitor (form 5144),LAA,Form,English,NA,criminal-court-costs-solicitor-claim-5144-eng.pdf,PDF,GOV.UK,NA,1536,NA,NULL,#N/A,#N/A,NA,NA,0,0,No,NA
1059,Criminal Injuries Compensation Scheme 1996,The Criminal Injuries Compensation Scheme 1996,HMCTS,Leaflet,English,04/1999,criminal-injuries-compensation-scheme-1996-eng.pdf,PDF,Formfinder,Criminal Injuries Compensation,30,24,none detected,N/A,#VALUE!,0,0,0,0,Yes,0
1060,Criminal Injuries Compensation Scheme 2001,The Criminal Injuries Compensation Scheme 2001,HMCTS,Leaflet,English,04/2001,criminal-injuries-compensation-scheme-2001-eng.pdf,PDF,Formfinder,Criminal Injuries Compensation,17,16,none detected,N/A,#VALUE!,0,0,0,0,Yes,0
1061,Criminal Injuries Compensation Scheme 2008,The Criminal Injuries Compensation Scheme 2008,HMCTS,Leaflet,English,07/2014,criminal-injuries-compensation-scheme-2008-eng.pdf,PDF,Formfinder,Criminal Injuries Compensation,62,48,none detected,N/A,#VALUE!,0,0,0,0,No,0
20,Criminal Injuries Compensation Scheme 2012,The Criminal Injuries Compensation Scheme 2012,HMCTS,Leaflet,English,07/2014,criminal-injuries-compensation-scheme-2012-eng.pdf,PDF,Formfinder,Criminal Injuries Compensation,84,76,"c(""a20"", ""b1"", ""a1"", ""a5"", ""a2"", ""a4"", ""criminal injuries compensation scheme 1996"", ""criminal injuries compensation scheme 2001"", ""criminal injuries compensation scheme 2008"")",N/A,#VALUE!,11,0,0,0,No,0
2148,348643,CRM1: collect client details in legal aid cases,LAA,Form,English,NA,crm1-version-9-april-2013.pdf,PDF,GOV.UK,NA,3408,NA,NULL,#N/A,#N/A,NA,NA,0,0,No,NA
2142,528609,CRM12: duty solicitor application when moving firm,LAA,Form,English,NA,crm12.xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,GOV.UK,NA,3156,NA,NULL,#N/A,#N/A,NA,NA,0,0,Yes,NA
2080,604163,Asiantaeth Cymorth Cyfreithiol: ffurflenni Cymraeg (Welsh forms),LAA,Form,Welsh,NA,crm14-application-for-legal-aid.v2-2017-welsh.pdf,PDF,GOV.UK,NA,72,NA,NULL,#N/A,#N/A,NA,NA,0,0,No,NA
2137,604161,CRM14: criminal legal aid application form,LAA,Form,English,NA,crm14-v12.pdf,PDF,GOV.UK,NA,72,NA,NULL,#N/A,#N/A,NA,NA,1,0,No,NA
2077,374794,Asiantaeth Cymorth Cyfreithiol: ffurflenni Cymraeg (Welsh forms),LAA,Form,Welsh,NA,crm15-cym.pdf,PDF,GOV.UK,NA,108,NA,NULL,#N/A,#N/A,NA,NA,0,0,No,NA
2078,374795,Asiantaeth Cymorth Cyfreithiol: ffurflenni Cymraeg (Welsh forms),LAA,Form,Welsh,NA,crm15c-cym.pdf,PDF,GOV.UK,NA,72,NA,NULL,#N/A,#N/A,NA,NA,0,0,No,NA
2079,374796,Asiantaeth Cymorth Cyfreithiol: ffurflenni Cymraeg (Welsh forms),LAA,Form,Welsh,NA,crm16-cym.pdf,PDF,GOV.UK,NA,84,NA,NULL,#N/A,#N/A,NA,NA,0,0,No,NA
2145,348652,CRM18: escape fee case claim form (crime),LAA,Form,English,NA,crm18a-version-2-april-2013.pdf,PDF,GOV.UK,NA,324,NA,NULL,#N/A,#N/A,NA,NA,1,0,Yes,NA
2149,604167,CRM2: apply for advice and assistance - awaiting police interview,LAA,Form,English,NA,crm2-v8-october-2016.pdf,PDF,GOV.UK,NA,888,NA,NULL,#N/A,#N/A,NA,NA,1,0,No,NA
2151,604166,CRM7: non-standard fee magistrates' court claim and appeal form,LAA,Form,English,NA,crm7-v12-october-2016.pdf,PDF,GOV.UK,NA,456,NA,NULL,#N/A,#N/A,NA,NA,1,0,Yes,NA
2185,402454,Get a copy of a binding over order for domestic violence,LAA,Form,English,NA,crown-court-bind-over.doc,DOC,GOV.UK,NA,252,NA,NULL,#N/A,#N/A,NA,NA,1,0,No,NA
2190,403686,Get a copy of a domestic violence conviction,LAA,Form,English,NA,crown-court-conviction-domestic-violence.doc,DOC,GOV.UK,NA,744,NA,NULL,#N/A,#N/A,NA,NA,1,0,No,NA
230,Crown Court preliminary hearing form (multiple-defendants),Crown Court preliminary hearing form - multiple defendants (Section 28),HMCTS,Form,English,11/2014,crown-court-preliminary-hearing-form-(multiple-defendants)-eng.doc,DOC,Formfinder,Criminal Case Management,4,4,"c(""crown court preliminary hearing form"", ""ground rules hearing form"", ""pcmh"")",1105,4,3,0,0,0,No,0
347,Crown Court preliminary hearing form,Crown Court preliminary hearing form (Section 28),HMCTS,Form,English,09/2014,crown-court-preliminary-hearing-form-eng.doc,DOC,Formfinder,Criminal Case Management,94,79,"c(""ground rules hearing form"", ""pcmh"")",753,3,2,0,0,0,No,0
1062,CS A1,Appeal application form - Child care providers and children's homes,HMCTS,Form,English,07/2014,cs-a1-eng.pdf,PDF,Formfinder,Care Standards (First-tier Tribunal),153,131,a1,1360,5,0,0,1,0,Yes,0
1063,CS A2,Appeal application form - Establishment agencies,HMCTS,Form,English,07/2014,cs-a2-eng.pdf,PDF,Formfinder,Care Standards (First-tier Tribunal),110,97,a2,1233,4,0,0,1,0,Yes,0
1064,CS A3,Appeal application form - Independent schools/non-maintained special schools,HMCTS,Form,English,11/2015,cs-a3-eng.pdf,PDF,Formfinder,Care Standards (First-tier Tribunal),12,12,none detected,1252,4,0,0,1,0,Yes,0
