Unique Form ID (MOJ DIGITAL),Form Reference,Form Title,Agency/Organisation,Form/Guidance/Other,Language,Doc Date,File Name,File Type,Location,Formfinder category,Downloads,Unique Downloads,References,Word Count,Approximate number of pages,Count of references,Number of times that this form is referenced within other forms,Signature,Payment,Attachment,Owner,Processor,End User,Multiple Users on same form,Fields,Internal Logic,Dependencies
1059,Criminal Injuries Compensation Scheme 1996,The Criminal Injuries Compensation Scheme 1996,HMCTS,Leaflet,English,04/1999,criminal-injuries-compensation-scheme-1996-eng.pdf,PDF,Formfinder,Criminal Injuries Compensation,30,24,none,N/A,#VALUE!,0,0,NA,0,TRUE,NA,NA,NA,NA,NA,NA,NA
1060,Criminal Injuries Compensation Scheme 2001,The Criminal Injuries Compensation Scheme 2001,HMCTS,Leaflet,English,04/2001,criminal-injuries-compensation-scheme-2001-eng.pdf,PDF,Formfinder,Criminal Injuries Compensation,17,16,none,N/A,#VALUE!,0,0,NA,0,TRUE,NA,NA,NA,NA,NA,NA,NA
1061,Criminal Injuries Compensation Scheme 2008,The Criminal Injuries Compensation Scheme 2008,HMCTS,Leaflet,English,07/2014,criminal-injuries-compensation-scheme-2008-eng.pdf,PDF,Formfinder,Criminal Injuries Compensation,62,48,none,N/A,#VALUE!,0,0,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA
1073,CS01,"Memorandum of understanding between Ofsted and the First-Tier Tribunal of the Health, Education and Social Care Chamber",HMCTS,Leaflet,English,"04/2014,",cs01-eng.pdf,PDF,Formfinder,Care Standards (First-tier Tribunal),3,3,none,N/A,#VALUE!,0,0,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA
1074,CS02,"Memorandum of Understanding between Department for Education (Independent Education and Boarding Team) and HM Courts & Tribunals Service (First-tier Tribunal Health, Education and Social Care Chamber)",HMCTS,Leaflet,English,08/2015,cs02-eng.pdf,PDF,Formfinder,Care Standards (First-tier Tribunal),1,1,none,N/A,#VALUE!,0,0,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA
1075,CS03,Memorandum of Understanding between Care Quality Commission and HM Courts & Tribunals Service regrading expedited appeals to the First-tier Tribunal (Care Standards),HMCTS,Leaflet,English,07/2014,cs03-eng.pdf,PDF,Formfinder,Care Standards (First-tier Tribunal),14,12,none,N/A,#VALUE!,0,0,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA
1076,CS04,Memorandum of Understanding between the Welsh Ministers and Tribunals Service in respect of expedited appeals,HMCTS,Leaflet,English,07/2014,cs04-eng.pdf,PDF,Formfinder,Care Standards (First-tier Tribunal),1,1,none,N/A,#VALUE!,0,0,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA
1083,D192,Ynglyn a gorchmynion/dyfarniadau ymwahaniad (cyfreithiol).,HMCTS,Leaflet,Welsh,04/2014,d192-cym.pdf,PDF,Formfinder,Ysgariad/Diddymu Partneriaeth Sifil,#N/A,#N/A,none,N/A,#VALUE!,0,3,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA
1108,D508 Nodiadau / D508 Notes,Deiseb Diddymiad - Nodiadau Canllaw / Dissolution Petition Notes for Guidance,HMCTS,Guidance,Welsh,08/2007,d508-nodiadau-d508-notes-bil.pdf,PDF,Formfinder,#N/A,#N/A,#N/A,no data,N/A,#VALUE!,0,0,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA
1158,Eich apel - Y Camau Nesaf,Eich apel - Y Camau Nesaf,HMCTS,Leaflet,Welsh,10/2013,eich-apel-y-camau-nesaf-cym.pdf,PDF,Formfinder,Nawdd Cymdeithasol a Chynnal Plant,#N/A,#N/A,none,N/A,#VALUE!,0,0,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA
1187,EX160A,How to apply for help with fees,HMCTS,Leaflet,English,07/2017,ex160a-eng.pdf,PDF,Formfinder,Fees and Help with Fees,8396,7388,none,N/A,#VALUE!,0,72,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA
1188,EX160A,Sut i wneud cais am help i dalu ffioedd / How to apply for help with fees,HMCTS,Leaflet,Welsh,02/2017,ex160a-bil.pdf,PDF,Formfinder,Fees and Help with Fees,#N/A,#N/A,none,N/A,#VALUE!,0,72,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA
1189,EX160B,"Undertaking to Apply for Remission of a Court Fee or Tribunal Fee, or to Pay a Court Fee or Tribunal Fee for Emergency Applications Only",HMCTS,Leaflet,English,09/2013,ex160b-eng.pdf,PDF,Formfinder,Fees and Help with Fees,428,397,none,N/A,#VALUE!,0,0,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA
1190,EX160C,Fee remissions contribution calculator,HMCTS,Leaflet,English,09/2013,ex160c-eng.xls,XLS,Formfinder,Fees and Help with Fees,631,529,no data,N/A,#VALUE!,0,0,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA
1191,EX20,Talu fy nyfarniad - Beth ddylwn i wneud?,HMCTS,Leaflet,Welsh,04/2006,ex20-cym.pdf,PDF,Formfinder,Llys Sirol,#N/A,#N/A,none,N/A,#VALUE!,0,3,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA
1192,EX20,"Talu fy nyfarniad - Beth ddylwn i wneud? / Paying my judgment, what do I do?",HMCTS,Leaflet,Welsh,04/2006,ex20-bil.pdf,PDF,Formfinder,County Court,#N/A,#N/A,none,N/A,#VALUE!,0,3,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA
1194,EX301,Yn gwneud hawliad? Ambell gwestiwn i chi ofyn i chi'ch hun / Making a claim? Some questions to ask yourself,HMCTS,Leaflet,Welsh,04/2006,ex301-bil.pdf,PDF,Formfinder,County Court,#N/A,#N/A,none,N/A,#VALUE!,0,2,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA
1195,EX303,Mae hawliad wedi'i wneud yn fy erbyn yn y llys - beth ddylwn i ei wneud?,HMCTS,Leaflet,Welsh,11/2011,ex303-cym.pdf,PDF,Formfinder,Llys Sirol,#N/A,#N/A,none,N/A,#VALUE!,0,2,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA
1196,EX303,"Mae hawliad wedi'i wneud yn fy erbyn - beth ddylwn i ei wneud? / A claim has been made against me, what should I do?",HMCTS,Leaflet,Welsh,04/2006,ex303-bil.pdf,PDF,Formfinder,County Court,#N/A,#N/A,none,N/A,#VALUE!,0,2,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA
1197,EX304,Rwyf wedi cychwyn hawliad yn y llys - beth sy'n digwydd nesaf?,HMCTS,Leaflet,Welsh,10/2011,ex304-cym.pdf,PDF,Formfinder,Llys Sirol,#N/A,#N/A,none,N/A,#VALUE!,0,2,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA
1198,EX304,"Dim ateb i fy ffurflen hawliad - Beth ddylwn i wneud? / No reply to my claim form, what should I do?",HMCTS,Leaflet,Welsh,04/2006,ex304-bil.pdf,PDF,Formfinder,County Court,#N/A,#N/A,none,N/A,#VALUE!,0,2,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA
1199,EX320,"Dyfarniad cofrestredig - Beth mae hynny'n ei olygu? / Registered judgments, what does it mean?",HMCTS,Leaflet,Welsh,04/2006,ex320-bil.pdf,PDF,Formfinder,County Court,#N/A,#N/A,none,N/A,#VALUE!,0,0,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA
1200,EX326,Alla'i ddim talu fy nyfarniad - beth ddylwn i wneud?,HMCTS,Leaflet,Welsh,04/2005,ex326-cym.pdf,PDF,Formfinder,Llys Sirol,#N/A,#N/A,none,N/A,#VALUE!,0,0,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA
1201,EX332,Sgwatwyr - Gorchymyn meddiannu dros dro trefn gyflymach - Gwydobaeth i berchnogion a thenantiaid,HMCTS,Leaflet,Welsh,04/2005,ex332-cym.pdf,PDF,Formfinder,Tai,#N/A,#N/A,none,N/A,#VALUE!,0,0,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA
1202,EX333,Squatters - Illegal occupation of premises,HMCTS,Leaflet,English,04/2005,ex333-eng.pdf,PDF,Formfinder,Housing,477,438,none,N/A,#VALUE!,0,0,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA
1203,EX333,Sgwatwyr - Gorchymyn meddiannu interim - Dal eiddo yn anghyfreithlon - Gwybodaeth i ddeiliaid,HMCTS,Leaflet,Welsh,04/2005,ex333-cym.pdf,PDF,Formfinder,Tai,#N/A,#N/A,none,N/A,#VALUE!,0,0,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA
1204,EX342,Yn dod i wrandawiad llys? Ambell beth y dylech ei wybod - Gwrandawiadau llys yn yr Uchel Lts a'r Llysoedd Sirol,HMCTS,Leaflet,Welsh,04/2005,ex342-cym.pdf,PDF,Formfinder,Cyffredinol,#N/A,#N/A,none,N/A,#VALUE!,0,4,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA
1205,EX343,Unhappy with our service - What can you do?,HMCTS,Leaflet,English,10/2015,ex343-eng.pdf,PDF,Formfinder,Court of Protection,507,412,none,N/A,#VALUE!,0,3,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA
1206,EX343,Yn anfodlon gyda'n gwasanaeth - beth allwch chi ei wneud? Canllaw ar gyfer ein holl ddefnyddwyr,HMCTS,Guidance,Welsh,10/2015,ex343-cym.pdf,PDF,Formfinder,Cyffredinol,1,1,none,N/A,#VALUE!,0,3,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA
1210,EX350,Canllawiau i fusnesau bach ar gyfer adennill dyled drwy'r llys sirol / A guide to debt recovery through a county court for small businesses,HMCTS,Guidance,Welsh,04/2006,ex350-bil.pdf,PDF,Formfinder,Commercial Court,#N/A,#N/A,none,N/A,#VALUE!,0,1,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA
1211,EX381,Court of Appeal frequently asked questions,HMCTS,Leaflet,English,12/2016,ex381-eng.pdf,PDF,Formfinder,Court of Appeal Criminal Division,133,120,none,N/A,#VALUE!,0,0,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA
1220,EX711,A gaiff y cyfryngau fynychu fy achos llys? - Arweiniad i ddefnyddwyr y llys teulu / Can the media attend my court case? A guide for family court users,HMCTS,Guidance,Welsh,04/2009,ex711-bil.pdf,PDF,Formfinder,Family,#N/A,#N/A,none,N/A,#VALUE!,0,0,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA
1221,EX715,Datrys anghydfodau teuluol heb fynd i'r llys,HMCTS,Leaflet,Welsh,08/2009,ex715-cym.pdf,PDF,Formfinder,Teulu,#N/A,#N/A,none,N/A,#VALUE!,0,0,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA
1222,EX731,Paratoi ar gyfer cyfryngu dros y ffon,HMCTS,Leaflet,Welsh,04/2014,ex731-cym.pdf,PDF,Formfinder,Cyffredinol,#N/A,#N/A,none,N/A,#VALUE!,0,0,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA
1234,Fee Account T&Cs,Fee account terms and conditions,HMCTS,Leaflet,English,01/2016,fee-account-t&cs-eng.pdf,PDF,Formfinder,Payment on Account,251,235,no data,N/A,#VALUE!,0,0,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA
1236,Ffurflen 6.27 Nodiadau / Form 6.27 Notes,Deiseb Methdaliad Dyledwr / Debtor's Bankruptcy Petition,HMCTS,Leaflet,Welsh,10/2012,ffurflen-6.27-nodiadau-form-6.27-notes-bil.doc,DOC,Formfinder,Bankruptcy and Insolvency,#N/A,#N/A,no data,N/A,#VALUE!,0,0,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA
1238,Ffurflen 6.28 Nodiadau / Form 6.28 Notes,Canllawiau ar gyfer Llenwi'r Ffurflen Datganiad o Amgylchiadau Ariannol (Deiseb Dyledwr) dan Adran 272 Deddf Ansolfedd 1986 / Guidance Notes for Completion of your Statement of Affairs (Debtor's Petition) Form Under Section 272 of the Insolvency Act 1986,HMCTS,Guidance,Welsh,10/2012,ffurflen-6.28-nodiadau-form-6.28-notes-bil.pdf,PDF,Formfinder,Bankruptcy and Insolvency,#N/A,#N/A,no data,N/A,#VALUE!,0,0,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA
1241,Ffurflen E Canllawiau,Ffurflen E Nodiadau,HMCTS,Notes,Welsh,04/2013,ffurflen-e-canllawiau-cym.pdf,PDF,Formfinder,Ysgariad/Diddymu Partneriaeth Sifil,#N/A,#N/A,none,N/A,#VALUE!,0,0,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA
1242,Ffurflen E Nodiadau / Form E Notes,Datganiad ariannol am orchymyn ariannol neu am gymorth ariannol ar ol ysgariad neu ddiddymiad dramor ayb / Financial statement for a financial order or for financial relief after an overseas divorce or dissolution etc,HMCTS,Leaflet,Welsh,01/2014,ffurflen-e-nodiadau-form-e-notes-bil.pdf,PDF,Formfinder,Divorce / Civil Partnership Dissolution,#N/A,#N/A,none,N/A,#VALUE!,0,0,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA
1255,Fixing Sheet,Fixing sheet,HMCTS,Leaflet,English,09/2012,fixing-sheet-eng.doc,DOC,Formfinder,Commercial Court,33,29,none,N/A,#VALUE!,0,0,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA
1273,Form 207,Time limits for appealing to the Court of Appeal,HMCTS,Leaflet,English,10/2016,form-207-eng.pdf,PDF,Formfinder,Court of Appeal Civil Division,82,75,none,N/A,#VALUE!,0,0,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA
1293,Form PE3 (Vehicle Emissions) Guidance,Guidance notes for completion of the application to file a statutory declaration out of time and statutory declaration for vehicle emissions,HMCTS,Guidance,English,05/2014,form-pe3-(vehicle-emissions)-guidance-eng.doc,DOC,Formfinder,Traffic Enforcement Centre,61,58,none,N/A,#VALUE!,0,0,NA,0,TRUE,NA,NA,NA,NA,NA,NA,NA
1296,FP1B,Application Under Part 19 of the Family Procedure 2010 - Notes for Respondent,HMCTS,Notes,English,04/2011,fp1b-eng.pdf,PDF,Formfinder,Family,56,51,none,N/A,#VALUE!,0,0,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA
1297,FP1B,Cais dan Ran 19 Trefniadaeth Teulu 2010. Nodiadau i atebwyr / Application under Part 19 of the Family Procedure 2010. Notes for respondent,HMCTS,Notes,Welsh,04/2011,fp1b-bil.pdf,PDF,Formfinder,Family,#N/A,#N/A,none,N/A,#VALUE!,0,0,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA
1312,Gambling - Guidance on fee remission for companies,Guidance on fee remission for companies,HMCTS,Guidance,English,05/2011,gambling-guidance-on-fee-remission-for-companies-eng.pdf,PDF,Formfinder,Fees and Help with Fees,8,8,none,N/A,#VALUE!,0,0,NA,0,TRUE,NA,NA,NA,NA,NA,NA,NA
1315,Going to a Magistrates' Court,Going to a Magistrates' Court - Information for people with learning disabilities,HMCTS,Leaflet,English,05/2012,going-to-a-magistrates-court-eng.pdf,PDF,Formfinder,Magistrates' Court,#N/A,#N/A,none,N/A,#VALUE!,0,0,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA
1319,IAFT-1 Guide,A guide to completing IAFT-1 appeal form,HMCTS,Guidance,English,09/2015,iaft-1-guide-eng.pdf,PDF,Formfinder,Immigration and Asylum Tribunal,231,218,none,N/A,#VALUE!,0,0,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA
1320,IAFT-2 Guide,A guide to completing IAFT-2 appeal form,HMCTS,Guidance,English,09/2015,iaft-2-guide-eng.pdf,PDF,Formfinder,Immigration and Asylum Tribunal,216,181,none,N/A,#VALUE!,0,0,NA,0,TRUE,NA,NA,NA,NA,NA,NA,NA
1321,IAFT-3 Guide,A guide to completing IAFT-3 appeal form,HMCTS,Guidance,English,09/2015,iaft-3-guide-eng.pdf,PDF,Formfinder,Immigration and Asylum Tribunal,104,96,none,N/A,#VALUE!,0,0,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA
1323,IAFT-4 Guide,A guide to completing IAFT-4 application form,HMCTS,Guidance,English,09/2015,iaft-4-guide-eng.pdf,PDF,Formfinder,Immigration and Asylum Tribunal,405,379,none,N/A,#VALUE!,0,0,NA,0,TRUE,NA,NA,NA,NA,NA,NA,NA
1325,IAFT-5(DIA) Guide,A guide to completing IAFT5(DIA) appeal form,HMCTS,Guidance,English,12/2016,iaft-5(dia)-guide-eng.pdf,PDF,Formfinder,Immigration and Asylum Tribunal,126,121,none,N/A,#VALUE!,0,0,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA
1329,IS,Court forms list,HMCTS,Leaflet,English,04/2017,is-eng.xls,XLS,Formfinder,Bankruptcy and Insolvency,163,139,no data,N/A,#VALUE!,0,0,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA
1335,Juror Charter,Juror Charter,HMCTS,Leaflet,English,08/2014,juror-charter-eng.pdf,PDF,Formfinder,Jury Service,81,80,none,N/A,#VALUE!,0,0,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA
1337,Jury Summons Guide,Guide to jury summons,HMCTS,Guidance,English,07/2017,jury-summons-guide-eng.pdf,PDF,Formfinder,Jury Service,61,54,none,N/A,#VALUE!,0,0,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA
1338,LOC006,Bankruptcy Court guide,HMCTS,Guidance,English,11/2013,loc006-eng.pdf,PDF,Formfinder,Bankruptcy and Insolvency,216,198,none,N/A,#VALUE!,0,0,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA
1343,LOC045,Model directions for clinical negligence cases (2012) - before Master Roberts and Master Cook,HMCTS,Leaflet,English,08/2015,loc045-eng.doc,DOC,Formfinder,Queen's Bench,8,8,none,N/A,#VALUE!,0,0,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA
1345,Lwfansau,lwfansau rheithwyr,HMCTS,Leaflet,Welsh,05/2011,lwfansau-cym.pdf,PDF,Formfinder,Gwasanaeth rheithgor,#N/A,#N/A,none,N/A,#VALUE!,0,0,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA
1346,MC100,Make sure you can pay your fine (Chinese - Simplified),HMCTS,Leaflet,Chinese (simplfied),12/2013,mc100-zho.pdf,PDF,Formfinder,Magistrates' Court,#N/A,#N/A,none,N/A,#VALUE!,0,0,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA
1347,MC100,Make sure you can pay your fine (Chinese - Traditional),HMCTS,Leaflet,Chinese (traditional),12/2013,mc100-chi.pdf,PDF,Formfinder,Magistrates' Court,#N/A,#N/A,none,N/A,#VALUE!,0,0,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA
1348,MC100,Make sure you can pay your fine (Croatian),HMCTS,Leaflet,Croatian,12/2013,mc100-hrv.pdf,PDF,Formfinder,Magistrates' Court,#N/A,#N/A,none,N/A,#VALUE!,0,0,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA
1349,MC100,Make sure you can pay your fine (Czech),HMCTS,Leaflet,Czech,12/2013,mc100-cze.pdf,PDF,Formfinder,Magistrates' Court,#N/A,#N/A,none,N/A,#VALUE!,0,0,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA
1350,MC100,Make sure you can pay your fine (English),HMCTS,Leaflet,English,12/2013,mc100-eng.pdf,PDF,Formfinder,Magistrates' Court,345,297,none,N/A,#VALUE!,0,0,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA
1351,MC100,Make sure you can pay your fine (Greek),HMCTS,Leaflet,Greek,12/2013,mc100-gre.pdf,PDF,Formfinder,Magistrates' Court,#N/A,#N/A,none,N/A,#VALUE!,0,0,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA
1352,MC100,Make sure you can pay your fine (Gujarati),HMCTS,Leaflet,Gujarati,12/2013,mc100-guj.pdf,PDF,Formfinder,Magistrates' Court,#N/A,#N/A,none,N/A,#VALUE!,0,0,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA
1353,MC100,Make sure you can pay your fine (Hindi),HMCTS,Leaflet,Hindi,12/2013,mc100-hin.pdf,PDF,Formfinder,Magistrates' Court,#N/A,#N/A,none,N/A,#VALUE!,0,0,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA
1354,MC100,Make sure you can pay your fine (Kurdish),HMCTS,Leaflet,Kurdish,12/2013,mc100-kur.pdf,PDF,Formfinder,Magistrates' Court,#N/A,#N/A,none,N/A,#VALUE!,0,0,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA
1355,MC100,Make sure you can pay your fine (Polish),HMCTS,Leaflet,Polish,12/2013,mc100-pol.pdf,PDF,Formfinder,Magistrates' Court,#N/A,#N/A,none,N/A,#VALUE!,0,0,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA
1356,MC100,Make sure you can pay your fine (Portuguese),HMCTS,Leaflet,Portuguese,12/2013,mc100-por.pdf,PDF,Formfinder,Magistrates' Court,#N/A,#N/A,none,N/A,#VALUE!,0,0,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA
1357,MC100,Make sure you can pay your fine (Punjabi),HMCTS,Leaflet,Punjabi,12/2013,mc100-pun.pdf,PDF,Formfinder,Magistrates' Court,#N/A,#N/A,none,N/A,#VALUE!,0,0,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA
1358,MC100,Make sure you can pay your fine (Serbian),HMCTS,Leaflet,Serbian,12/2013,mc100-srp.pdf,PDF,Formfinder,Magistrates' Court,#N/A,#N/A,none,N/A,#VALUE!,0,0,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA
1359,MC100,Make sure you can pay your fine (Turkish),HMCTS,Leaflet,Turkish,12/2013,mc100-tur.pdf,PDF,Formfinder,Magistrates' Court,#N/A,#N/A,none,N/A,#VALUE!,0,0,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA
1360,MC100,Make sure you can pay your fine (Urdu),HMCTS,Leaflet,Urdu,12/2013,mc100-urd.pdf,PDF,Formfinder,Magistrates' Court,#N/A,#N/A,none,N/A,#VALUE!,0,0,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA
1363,MC102,A guide on how and where to pay your fine,HMCTS,Guidance,English,05/2013,mc102-eng.pdf,PDF,Formfinder,Magistrates' Court,12,10,none,N/A,#VALUE!,0,0,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA
1375,Mynd i Lys Ynadon,Mynd i Lys Ynadon - Gwybodaeth ar gyfer pobl gydag anableddau dysgu,HMCTS,Leaflet,Welsh,02/2013,mynd-i-lys-ynadon-cym.pdf,PDF,Formfinder,Llys Ynadon,#N/A,#N/A,none,N/A,#VALUE!,0,0,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA
1386,N119A,Canllawiau ar gyfer llenwi manylion y ffurflen hawlio (adeilad preswyl ar rent) / Notes for guidance on completing particulars of claim form (Rented residential premises),HMCTS,Guidance,Welsh,10/2005,n119a-bil.pdf,PDF,Formfinder,County Court,#N/A,#N/A,none,N/A,#VALUE!,0,1,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA
1415,N161B,Nodiadau Pwysig i'r Atebydd / Important notes for respondent,HMCTS,Notes,Welsh,04/2000,n161b-bil.pdf,PDF,Formfinder,County Court,#N/A,#N/A,none,N/A,#VALUE!,0,0,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA
1416,N161D,Nodiadau canllaw ar lenwi ffurflen N161 - Hysbysiad Apelydd (pob apêl achos teulu yn y Llys Apêl (yr Adran Si l) a'r llys teulu).,HMCTS,Guidance,Welsh,10/2016,n161d-cym.pdf,PDF,Formfinder,Teulu,#N/A,#N/A,none,N/A,#VALUE!,0,0,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA
1418,N162A,Guidance notes on completing the respondent's notice,HMCTS,Guidance,English,04/2007,n162a-eng.pdf,PDF,Formfinder,County Court,152,134,none,N/A,#VALUE!,0,0,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA
1419,N162A,Nodiadau cyfarwyddiadol ar gyfer llenwi rhybudd yr atebydd / Guidance notes for completing the respondent's notice,HMCTS,Guidance,Welsh,04/2007,n162a-bil.pdf,PDF,Formfinder,County Court,#N/A,#N/A,none,N/A,#VALUE!,0,0,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA
1427,N1A,Notes for claimant on completing a claim form,HMCTS,Notes,English,07/2014,n1a-eng.pdf,PDF,Formfinder,County Court,14455,13231,none,N/A,#VALUE!,0,0,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA
1428,N1A,Nodiadau i'r hawlydd ar lenwi ffurflen hawlio / Notes for claimant on completing a claim form,HMCTS,Notes,Welsh,07/2014,n1a-bil.pdf,PDF,Formfinder,County Court,2,2,none,N/A,#VALUE!,0,0,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA
1429,N1C,Notes for defendant on replying to the claim form,HMCTS,Notes,English,04/2013,n1c-eng.pdf,PDF,Formfinder,County Court,895,777,none,N/A,#VALUE!,0,2,NA,0,TRUE,NA,NA,NA,NA,NA,NA,NA
1430,N1C,Nodiadau I'r diffynnydd ar ateb y ffurflen hawlio / Notes for defendant on replying to the claim form,HMCTS,Notes,Welsh,04/2013,n1c-bil.pdf,PDF,Formfinder,County Court,#N/A,#N/A,none,N/A,#VALUE!,0,2,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA
1431,N1D,Notes for defendant on replying to the claim form out of the jurisdiction,HMCTS,Notes,English,04/2013,n1d-eng.pdf,PDF,Formfinder,County Court,143,122,none,N/A,#VALUE!,0,0,NA,0,TRUE,NA,NA,NA,NA,NA,NA,NA
1440,N208A,Notes for claimant (Part 8 claim form),HMCTS,Notes,English,06/2014,n208a-eng.pdf,PDF,Formfinder,County Court,2677,2455,none,N/A,#VALUE!,0,0,NA,0,TRUE,NA,NA,NA,NA,NA,NA,NA
1441,N208A,Nodiadau i'r hawlydd ar lenwi ffurflen hawlio Rhan 8 / Notes for claimant (Part 8 claim form),HMCTS,Notes,Welsh,04/1999,n208a-bil.pdf,PDF,Formfinder,County Court,#N/A,#N/A,none,N/A,#VALUE!,0,0,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA
1442,N208C,Notes for defendant (Part 8 claim form),HMCTS,Notes,English,06/2009,n208c-eng.pdf,PDF,Formfinder,County Court,1548,1370,none,N/A,#VALUE!,0,0,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA
1443,N208C,Nodiadau i'r diffynnydd (ffurflen hawlio Rhan 8.) / Notes for defendant (Part 8 claim form),HMCTS,Notes,Welsh,08/2008,n208c-bil.pdf,PDF,Formfinder,County Court,#N/A,#N/A,none,N/A,#VALUE!,0,0,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA
1454,N211A,Notes for claimant (Part 20 claim form),HMCTS,Notes,English,04/2013,n211a-eng.pdf,PDF,Formfinder,County Court,32,31,none,N/A,#VALUE!,0,0,NA,0,TRUE,NA,NA,NA,NA,NA,NA,NA
1455,N211C,Nodiadau i'r diffynnydd ar ateb y ffurflen hawlio Rhan 20 / Notes for defendant (Part 20 claim form),HMCTS,Notes,Welsh,01/2003,n211c-bil.pdf,PDF,Formfinder,County Court,#N/A,#N/A,none,N/A,#VALUE!,0,0,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA
1456,N211C(CC) Nodiadau / N211C(CC) Notes,Nodiadau i ddiffynnydd Rhan 20 ar ymateb i ffurflen hawlio Rhan 20 (Y Llys Masnachol) / Notes for Part 20 defendant on replying to the Part 20 claim form (Commercial Court),HMCTS,Notes,Welsh,10/2008,n211c(cc)-nodiadau-n211c(cc)-notes-bil.pdf,PDF,Formfinder,#N/A,#N/A,#N/A,no data,N/A,#VALUE!,0,0,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA
